"node_id","longitude","latitude"
1518,109,29
1519,109,29
1520,2.99999999999999,32
1521,2.99999999999999,32
1522,35,32
1523,35,32
1524,133.5,47.5
1525,133.5,47.5
1526,100,21
1527,100,21
1528,64,26
1529,64,26
1530,3.81666561775622e-14,43
1531,3.81666561775622e-14,43
1532,20.0000000000001,-21
1533,20.0000000000001,-21
1534,10,46
1535,10,46
1536,4.99999999999998,8
1537,4.99999999999998,8
1538,74,36.5
1539,74,36.5
1540,20.0000000000001,-21
1541,20.0000000000001,-21
1542,4.99999999999998,8
1543,4.99999999999998,8
1544,2.99999999999999,32
1545,2.99999999999999,32
1546,24.25,-25.6
1547,24.25,-25.6
1548,70.5,33.5
1549,70.5,33.5
1550,8.99999999999995,40
1551,8.99999999999995,40
1552,-11.9999999999999,12
1553,-11.9999999999999,12
1554,133.5,47.5
1555,133.5,47.5
1556,37,-3
1557,37,-3
1558,129.5,63
1559,129.5,63
1560,100,22
1561,100,22
1562,103,28
1563,103,28
1564,70,33.5
1565,70,33.5
1566,24.25,-25.6
1567,24.25,-25.6
1568,37,-3
1569,37,-3
1570,100,21
1571,100,21
1572,66.5,30.5
1573,66.5,30.5
1574,69,25.5
1575,69,25.5
1576,103,28
1577,103,28
1578,81.5,43.5
1579,81.5,43.5
1580,29,0.999999999999999
1581,29,0.999999999999999
1582,-11.9999999999999,12
1583,-11.9999999999999,12
1584,35,31
1585,35,31
1586,64,26
1587,64,26
1588,71.5,36
1589,71.5,36
1590,20.0000000000001,-21
1591,20.0000000000001,-21
1592,1.99999999999999,46
1593,1.99999999999999,46
1594,105,12
1595,105,12
1596,114,32.3
1597,114,32.3
1598,39,44
1599,39,44
1600,3.81666561775622e-14,43
1601,3.81666561775622e-14,43
1602,35,32
1603,35,32
1604,39.9999999999999,61.0000000000001
1605,39.9999999999999,61.0000000000001
1606,119,27
1607,119,27
1608,81,44
1609,81,44
1610,29,0.999999999999999
1611,29,0.999999999999999
1612,20.0000000000001,-21
1613,20.0000000000001,-21
1614,129.5,63
1615,129.5,63
1616,105,12
1617,105,12
1618,114,32.3
1619,114,32.3
1620,10,46
1621,10,46
1622,1.99999999999999,46
1623,1.99999999999999,46
1624,11,43
1625,11,43
1626,24.25,-25.6
1627,24.25,-25.6
1628,124,48.5
1629,124,48.5
1630,74,36.5
1631,74,36.5
1632,101,36
1633,101,36
1634,100,21
1635,100,21
1636,69,25.5
1637,69,25.5
1638,109,29
1639,109,29
1640,119,48.5
1641,119,48.5
1642,119,48.5
1643,119,48.5
1644,11,43
1645,11,43
1646,70,33.5
1647,70,33.5
1648,24.25,-25.6
1649,24.25,-25.6
1650,81,44
1651,81,44
1652,109,28
1653,109,28
1654,71.5,36
1655,71.5,36
1656,66.5,30.5
1657,66.5,30.5
1658,17,4
1659,17,4
1660,100,21
1661,100,21
1662,-11.9999999999999,12
1663,-11.9999999999999,12
1664,4.99999999999998,8
1665,4.99999999999998,8
1666,1.99999999999999,46
1667,1.99999999999999,46
1668,17,4
1669,17,4
1670,101,36
1671,101,36
1672,126.5,50.4
1673,126.5,50.4
1674,-2.99999999999994,59
1675,-2.99999999999994,59
1676,126.5,50.4
1677,126.5,50.4
1678,-2.99999999999994,59
1679,-2.99999999999994,59
1680,25.166666,35.166668
1681,25.166666,35.166668
1682,25.445,35.163
1683,25.445,35.163
1684,100,21
1685,100,21
1686,27.4,8.78333333300004
1687,27.4,8.78333333300004
1688,1.99999999999999,46
1689,1.99999999999999,46
1690,114,32.26566812
1691,114,32.26566812
1692,21.45244764,-18.93725689
1693,21.45244764,-18.93725689
1694,-11.9999999999999,12
1695,-11.9999999999999,12
1696,29,0.999999999999999
1697,29,0.999999999999999
1698,8.99999999999995,40
1699,8.99999999999995,40
1700,3.89999999999995,7.4
1701,3.89999999999995,7.4
1702,41.015,43.003
1703,41.015,43.003
1704,41.015,43.003
1705,41.015,43.003
1706,39,44
1707,39,44
1708,39,44
1709,39,44
1710,19.8,41.3
1711,19.8,41.3
1712,166,55.18
1713,166,55.18
1714,166,55.18
1715,166,55.18
1716,85.6540000000001,50.84
1717,85.6540000000001,50.84
1718,121.185356,22.843145
1719,121.185356,22.843145
1720,121.185356,22.843145
1721,121.185356,22.843145
1722,46.752,39.815
1723,46.752,39.815
1724,43.1010000000001,40.605
1725,43.1010000000001,40.605
1726,121.296444,24.611712
1727,121.296444,24.611712
1728,66.5,30.5
1729,66.5,30.5
1730,19,-22
1731,19,-22
1732,19,-22
1733,19,-22
1734,37,-3
1735,37,-3
1736,37,-3
1737,37,-3
1738,24,-28
1739,24,-28
1740,24,-28
1741,24,-28
1742,3.81666561775622e-14,43
1743,3.81666561775622e-14,43
1744,3.81666561775622e-14,43
1745,3.81666561775622e-14,43
1746,35,31
1747,35,31
1748,35,31
1749,35,31
1750,90.4,23.7
1751,90.4,23.7
1752,90.4,23.7
1753,90.4,23.7
1754,10,46
1755,10,46
1756,10,46
1757,10,46
1758,17,4
1759,17,4
1760,17,4
1761,17,4
1762,83.3,17.7
1763,83.3,17.7
1764,83.3,17.7
1765,83.3,17.7
1766,66.5,30.5
1767,66.5,30.5
1768,66.5,30.5
1769,66.5,30.5
1770,24.741,42.163
1771,24.741,42.163
1772,24.741,42.163
1773,24.741,42.163
1774,96.7,17
1775,96.7,17
1776,96.7,17
1777,96.7,17
1778,74,36.5
1779,74,36.5
1780,74,36.5
1781,74,36.5
1782,105,12
1783,105,12
1784,105,12
1785,105,12
1786,45.65,43.333
1787,45.65,43.333
1788,169,69
1789,169,69
1790,14.3999999999999,50.1000000000001
1791,14.3999999999999,50.1000000000001
1792,100,21
1793,100,21
1794,100,21
1795,100,21
1796,100,21
1797,100,21
1798,124,48.5
1799,124,48.5
1800,27.4,8.80000000000003
1801,27.4,8.80000000000003
1802,27.4,8.80000000000003
1803,27.4,8.80000000000003
1804,35,32
1805,35,32
1806,35,32
1807,35,32
1808,0.699999999999944,51.2
1809,0.699999999999944,51.2
1810,0.699999999999944,51.2
1811,0.699999999999944,51.2
1812,5.99999999999998,6.5
1813,5.99999999999998,6.5
1814,5.99999999999998,6.5
1815,5.99999999999998,6.5
1816,172.86,64.48
1817,172.86,64.48
1818,169.71,66.02
1819,169.71,66.02
1820,169.71,66.02
1821,169.71,66.02
1822,173.9,64.3999999999999
1823,173.9,64.3999999999999
1824,173.9,64.3999999999999
1825,173.9,64.3999999999999
1826,24.502,58.386
1827,24.502,58.386
1828,26.8639999999999,58.985
1829,26.8639999999999,58.985
1830,135.88,57.53
1831,135.88,57.53
1832,135.88,57.53
1833,135.88,57.53
1834,135.88,57.53
1835,135.88,57.53
1836,24.8999999999999,60.2
1837,24.8999999999999,60.2
1838,24.8999999999999,60.2
1839,24.8999999999999,60.2
1840,24.8999999999999,60.2
1841,24.8999999999999,60.2
1842,1.99999999999999,46
1843,1.99999999999999,46
1844,1.99999999999999,46
1845,1.99999999999999,46
1846,-16.7000000000003,13.4
1847,-16.7000000000003,13.4
1848,-16.7000000000003,13.4
1849,-16.7000000000003,13.4
1850,41.8499999999999,42.5
1851,41.8499999999999,42.5
1852,41.8499999999999,42.5
1853,41.8499999999999,42.5
1854,23.7,38
1855,23.7,38
1856,23.7,38
1857,23.7,38
1858,114,32.3
1859,114,32.3
1860,114,32.3
1861,114,32.3
1862,70,33.5
1863,70,33.5
1864,70,33.5
1865,70,33.5
1866,133.5,47.5
1867,133.5,47.5
1868,133.5,47.5
1869,133.5,47.5
1870,19.1,47.5
1871,19.1,47.5
1872,19.1,47.5
1873,19.1,47.5
1874,-21.9,64.1
1875,-21.9,64.1
1876,-21.9,64.1
1877,-21.9,64.1
1878,51.46,35.586
1879,51.46,35.586
1880,51.46,35.586
1881,51.46,35.586
1882,44.4,33.3
1883,44.4,33.3
1884,44.4,33.3
1885,44.4,33.3
1886,80,13.5
1887,80,13.5
1888,80,13.5
1889,80,13.5
1890,157,57
1891,157,57
1892,139,37.85
1893,139,37.85
1894,139,37.85
1895,139,37.85
1896,139,37.85
1897,139,37.85
1898,35.914,32.0549999999999
1899,35.914,32.0549999999999
1900,35.914,32.0549999999999
1901,35.914,32.0549999999999
1902,35.914,32.0549999999999
1903,35.914,32.0549999999999
1904,21.5,-18.9
1905,21.5,-18.9
1906,21.5,-18.9
1907,21.5,-18.9
1908,21.5,-18.9
1909,21.5,-18.9
1910,71.5,36
1911,71.5,36
1912,71.5,36
1913,71.5,36
1914,83.3,17.7
1915,83.3,17.7
1916,83.3,17.7
1917,83.3,17.7
1918,20.8,-27
1919,20.8,-27
1920,20.8,-27
1921,20.8,-27
1922,82.9,18.3
1923,82.9,18.3
1924,105.9,21
1925,105.9,21
1926,105.9,21
1927,105.9,21
1928,127,37.6
1929,127,37.6
1930,127,37.6
1931,127,37.6
1932,82.48778,28.07245287
1933,82.48778,28.07245287
1934,84.259486,28.07245287
1935,84.259486,28.07245287
1936,74.6,42.9
1937,74.6,42.9
1938,74.6,42.9
1939,74.6,42.9
1940,100,22
1941,100,22
1942,100,22
1943,100,22
1944,48.1829999999999,42.117
1945,48.1829999999999,42.117
1946,48.1829999999999,42.117
1947,48.1829999999999,42.117
1948,36.8,1.3
1949,36.8,1.3
1950,36.8,1.3
1951,36.8,1.3
1952,34.2999999999999,-0.0999999999999999
1953,34.2999999999999,-0.0999999999999999
1954,34.2999999999999,-0.0999999999999999
1955,34.2999999999999,-0.0999999999999999
1956,83.3,17.7
1957,83.3,17.7
1958,83.3,17.7
1959,83.3,17.7
1960,64,26
1961,64,26
1962,64,26
1963,64,26
1964,83.3,17.7
1965,83.3,17.7
1966,83.3,17.7
1967,83.3,17.7
1968,-11.9999999999999,12
1969,-11.9999999999999,12
1970,-11.9999999999999,12
1971,-11.9999999999999,12
1972,61.4499999999999,63.8
1973,61.4499999999999,63.8
1974,62.0999999999999,63.65
1975,62.0999999999999,63.65
1976,35.2,-1.5
1977,35.2,-1.5
1978,35.2,-1.5
1979,35.2,-1.5
1980,29,0.999999999999999
1981,29,0.999999999999999
1982,29,0.999999999999999
1983,29,0.999999999999999
1984,29,0.999999999999999
1985,29,0.999999999999999
1986,-13.1999999999997,8.5
1987,-13.1999999999997,8.5
1988,-13.1999999999997,8.5
1989,-13.1999999999997,8.5
1990,109,28
1991,109,28
1992,109,28
1993,109,28
1994,111,45
1995,111,45
1996,111,45
1997,111,45
1998,2.99999999999999,32
1999,2.99999999999999,32
2000,2.99999999999999,32
2001,2.99999999999999,32
2002,100,26
2003,100,26
2004,100,26
2005,100,26
2006,44.65,43.0170000000001
2007,44.65,43.0170000000001
2008,44.65,43.0170000000001
2009,44.65,43.0170000000001
2010,5.39999999999994,60.4
2011,5.39999999999994,60.4
2012,-2.99999999999994,59
2013,-2.99999999999994,59
2014,-2.99999999999994,59
2015,-2.99999999999994,59
2016,126.5,50.4
2017,126.5,50.4
2018,126.5,50.4
2019,126.5,50.4
2020,35,32
2021,35,32
2022,35,32
2023,35,32
2024,35,32
2025,35,32
2026,70.5,33.5
2027,70.5,33.5
2028,70.5,33.5
2029,70.5,33.5
2030,20.9999999999999,52.2
2031,20.9999999999999,52.2
2032,74.3,31.5
2033,74.3,31.5
2034,74.3,31.5
2035,74.3,31.5
2036,74.3,31.5
2037,74.3,31.5
2038,74.3,31.5
2039,74.3,31.5
2040,83.3,17.7
2041,83.3,17.7
2042,83.3,17.7
2043,83.3,17.7
2044,39.9999999999999,61.0000000000001
2045,39.9999999999999,61.0000000000001
2046,39.9999999999999,61.0000000000001
2047,39.9999999999999,61.0000000000001
2048,26.9999999999999,69.9
2049,26.9999999999999,69.9
2050,26.9999999999999,69.9
2051,26.9999999999999,69.9
2052,-8.89999999999996,27.3
2053,-8.89999999999996,27.3
2054,-8.89999999999996,27.3
2055,-8.89999999999996,27.3
2056,35.27,32.203
2057,35.27,32.203
2058,8.99999999999995,40
2059,8.99999999999995,40
2060,8.99999999999995,40
2061,8.99999999999995,40
2062,119,27
2063,119,27
2064,119,27
2065,119,27
2066,69,25.5
2067,69,25.5
2068,69,25.5
2069,69,25.5
2070,48.3,5.6
2071,48.3,5.6
2072,-3.99999999999997,39.9
2073,-3.99999999999997,39.9
2074,-3.99999999999997,39.9
2075,-3.99999999999997,39.9
2076,71.568,37.508
2077,71.568,37.508
2078,71.568,37.508
2079,71.568,37.508
2080,100.5,13.8
2081,100.5,13.8
2082,100.5,13.8
2083,100.5,13.8
2084,158.65,53
2085,158.65,53
2086,166,55.18
2087,166,55.18
2088,101,36
2089,101,36
2090,101,36
2091,101,36
2092,87,51.13333333
2093,87,51.13333333
2094,87,51.13333333
2095,87,51.13333333
2096,109,29
2097,109,29
2098,109,29
2099,109,29
2100,35.5,38.7
2101,35.5,38.7
2102,35.5,38.7
2103,35.5,38.7
2104,11,43
2105,11,43
2106,11,43
2107,11,43
2108,140.42,52.43
2109,140.42,52.43
2110,140.45,52.37
2111,140.45,52.37
2112,81,44
2113,81,44
2114,81,44
2115,81,44
2116,81.5,43.5
2117,81.5,43.5
2118,81.5,43.5
2119,81.5,43.5
2120,83.3,17.7
2121,83.3,17.7
2122,83.3,17.7
2123,83.3,17.7
2124,129.5,63
2125,129.5,63
2126,129.5,63
2127,129.5,63
2128,44.2,15.4
2129,44.2,15.4
2130,44.2,15.4
2131,44.2,15.4
2132,103,28
2133,103,28
2134,103,28
2135,103,28
2136,3.89999999999995,7.4
2137,3.89999999999995,7.4
2138,3.89999999999995,7.4
2139,3.89999999999995,7.4
