"node_id","longitude","latitude"
881,39.9999999999999,61.0000000000001
882,3.81666561775622e-14,43
883,3.81666561775622e-14,43
884,39.9999999999999,61.0000000000001
885,39.9999999999999,61.0000000000001
886,39,44
887,39,44
888,39.9999999999999,61.0000000000001
889,39.9999999999999,61.0000000000001
890,39,44
891,39,44
892,1.99999999999999,46
893,1.99999999999999,46
894,39.9999999999999,61.0000000000001
895,39.9999999999999,61.0000000000001
896,39,44
897,39,44
898,39.9999999999999,61.0000000000001
899,39.9999999999999,61.0000000000001
900,39.9999999999999,61.0000000000001
901,39.9999999999999,61.0000000000001
902,1.99999999999999,46
903,1.99999999999999,46
904,-2.99999999999994,59
905,-2.99999999999994,59
906,39.9999999999999,61.0000000000001
907,39.9999999999999,61.0000000000001
908,64,26
909,64,26
910,39.9999999999999,61.0000000000001
911,39.9999999999999,61.0000000000001
912,39.9999999999999,61.0000000000001
913,39.9999999999999,61.0000000000001
914,8.99999999999995,40
915,8.99999999999995,40
916,39.9999999999999,61.0000000000001
917,39.9999999999999,61.0000000000001
918,8.99999999999995,40
919,8.99999999999995,40
920,1.99999999999999,46
921,1.99999999999999,46
922,10,46
923,10,46
924,39.9999999999999,61.0000000000001
925,39.9999999999999,61.0000000000001
926,11,43
927,11,43
928,10,46
929,10,46
930,35,32
931,35,32
932,8.99999999999995,40
933,8.99999999999995,40
934,35,32
935,35,32
936,39,44
937,39,44
938,-2.99999999999994,59
939,-2.99999999999994,59
940,3.81666561775622e-14,43
941,3.81666561775622e-14,43
942,8.99999999999995,40
943,8.99999999999995,40
944,35,32
945,35,32
946,35,32
947,35,32
948,8.99999999999995,40
949,8.99999999999995,40
950,-2.99999999999994,59
951,-2.99999999999994,59
952,35,32
953,35,32
954,11,43
955,11,43
956,-2.99999999999994,59
957,-2.99999999999994,59
958,39,44
959,39,44
960,3.81666561775622e-14,43
961,3.81666561775622e-14,43
962,1.99999999999999,46
963,1.99999999999999,46
964,8.99999999999995,40
965,8.99999999999995,40
966,35,32
967,35,32
968,35,32
969,35,32
970,35,31
971,35,31
972,35,31
973,35,31
974,35,32
975,35,32
976,8.99999999999995,40
977,8.99999999999995,40
978,35,32
979,35,32
980,35,32
981,35,32
982,8.99999999999995,40
983,8.99999999999995,40
984,35,31
985,35,31
986,35,32
987,35,32
988,-2.99999999999994,59
989,-2.99999999999994,59
990,35,32
991,35,32
992,-2.99999999999994,59
993,-2.99999999999994,59
994,10,46
995,10,46
996,35,32
997,35,32
998,35,32
999,35,32
1000,8.99999999999995,40
1001,8.99999999999995,40
1002,8.99999999999995,40
1003,8.99999999999995,40
1004,35,31
1005,35,31
1006,70,33.5
1007,70,33.5
1008,70.5,33.5
1009,70.5,33.5
1010,70.5,33.5
1011,70.5,33.5
1012,69,25.5
1013,69,25.5
1014,70.5,33.5
1015,70.5,33.5
1016,8.99999999999995,40
1017,8.99999999999995,40
1018,35,32
1019,35,32
1020,66.5,30.5
1021,66.5,30.5
1022,35,32
1023,35,32
1024,3.81666561775622e-14,43
1025,3.81666561775622e-14,43
1026,8.99999999999995,40
1027,8.99999999999995,40
1028,35,31
1029,35,31
1030,35,32
1031,35,32
1032,35,31
1033,35,31
1034,70,33.5
1035,70,33.5
1036,35,32
1037,35,32
1038,35,32
1039,35,32
1040,35,31
1041,35,31
1042,35,31
1043,35,31
1044,-2.99999999999994,59
1045,-2.99999999999994,59
1046,10,46
1047,10,46
1048,11,43
1049,11,43
1050,-2.99999999999994,59
1051,-2.99999999999994,59
1052,35,32
1053,35,32
1054,10,46
1055,10,46
1056,35,31
1057,35,31
1058,70,33.5
1059,70,33.5
1060,139,37.5
1061,139,37.5
1062,71.5,36
1063,71.5,36
1064,70,33.5
1065,70,33.5
1066,69,25.5
1067,69,25.5
1068,71.5,36
1069,71.5,36
1070,10,46
1071,10,46
1072,8.99999999999995,40
1073,8.99999999999995,40
1074,35,32
1075,35,32
1076,11,43
1077,11,43
1078,8.99999999999995,40
1079,8.99999999999995,40
1080,-11.9999999999999,12
1081,-11.9999999999999,12
1082,35,32
1083,35,32
1084,35,31
1085,35,31
1086,35,31
1087,35,31
1088,2.99999999999999,32
1089,2.99999999999999,32
1090,35,32
1091,35,32
1092,8.99999999999995,40
1093,8.99999999999995,40
1094,11,43
1095,11,43
1096,8.99999999999995,40
1097,8.99999999999995,40
1098,35,32
1099,35,32
1100,35,32
1101,35,32
1102,70,33.5
1103,70,33.5
1104,74,36.5
1105,74,36.5
1106,81.5,43.5
1107,81.5,43.5
1108,35,32
1109,35,32
1110,66.5,30.5
1111,66.5,30.5
1112,71.5,36
1113,71.5,36
1114,74,36.5
1115,74,36.5
1116,70.5,33.5
1117,70.5,33.5
1118,35,32
1119,35,32
1120,2.99999999999999,32
1121,2.99999999999999,32
1122,10,46
1123,10,46
1124,-11.9999999999999,12
1125,-11.9999999999999,12
1126,35,31
1127,35,31
1128,35,32
1129,35,32
1130,35,31
1131,35,31
1132,35,32
1133,35,32
1134,3.81666561775622e-14,43
1135,3.81666561775622e-14,43
1136,35,31
1137,35,31
1138,-2.99999999999994,59
1139,-2.99999999999994,59
1140,8.99999999999995,40
1141,8.99999999999995,40
1142,3.81666561775622e-14,43
1143,3.81666561775622e-14,43
1144,35,32
1145,35,32
1146,35,32
1147,35,32
1148,35,31
1149,35,31
1150,35,32
1151,35,32
1152,2.99999999999999,32
1153,2.99999999999999,32
1154,66.5,30.5
1155,66.5,30.5
1156,69,25.5
1157,69,25.5
1158,71.5,36
1159,71.5,36
1160,8.99999999999995,40
1161,8.99999999999995,40
1162,8.99999999999995,40
1163,8.99999999999995,40
1164,11,43
1165,11,43
1166,139,37.5
1167,139,37.5
1168,139,37.5
1169,139,37.5
1170,35,32
1171,35,32
1172,35,32
1173,35,32
1174,35,32
1175,35,32
1176,2.99999999999999,32
1177,2.99999999999999,32
1178,35,31
1179,35,31
1180,8.99999999999995,40
1181,8.99999999999995,40
1182,3.81666561775622e-14,43
1183,3.81666561775622e-14,43
1184,35,32
1185,35,32
1186,35,32
1187,35,32
1188,2.99999999999999,32
1189,2.99999999999999,32
1190,124,48.5
1191,124,48.5
1192,35,31
1193,35,31
1194,35,31
1195,35,31
1196,129.5,63
1197,129.5,63
1198,139,37.5
1199,139,37.5
1200,70.5,33.5
1201,70.5,33.5
1202,66.5,30.5
1203,66.5,30.5
1204,66.5,30.5
1205,66.5,30.5
1206,35,31
1207,35,31
1208,100,21
1209,100,21
1210,35,31
1211,35,31
1212,-2.99999999999994,59
1213,-2.99999999999994,59
1214,35,32
1215,35,32
1216,35,31
1217,35,31
1218,35,32
1219,35,32
1220,35,31
1221,35,31
1222,35,32
1223,35,32
1224,35,32
1225,35,32
1226,35,32
1227,35,32
1228,35,32
1229,35,32
1230,35,31
1231,35,31
1232,133.5,47.5
1233,133.5,47.5
1234,35,32
1235,35,32
1236,66.5,30.5
1237,66.5,30.5
1238,2.99999999999999,32
1239,2.99999999999999,32
1240,74,36.5
1241,74,36.5
1242,69,25.5
1243,69,25.5
1244,35,32
1245,35,32
1246,2.99999999999999,32
1247,2.99999999999999,32
1248,2.99999999999999,32
1249,2.99999999999999,32
1250,-11.9999999999999,12
1251,-11.9999999999999,12
1252,35,31
1253,35,31
1254,2.99999999999999,32
1255,2.99999999999999,32
1256,3.81666561775622e-14,43
1257,3.81666561775622e-14,43
1258,35,31
1259,35,31
1260,35,32
1261,35,32
1262,35,32
1263,35,32
1264,35,32
1265,35,32
1266,35,31
1267,35,31
1268,35,32
1269,35,32
1270,35,31
1271,35,31
1272,35,31
1273,35,31
1274,35,32
1275,35,32
1276,3.81666561775622e-14,43
1277,3.81666561775622e-14,43
1278,8.99999999999995,40
1279,8.99999999999995,40
1280,35,32
1281,35,32
1282,35,32
1283,35,32
1284,10,46
1285,10,46
1286,35,31
1287,35,31
1288,35,32
1289,35,32
1290,139,37.5
1291,139,37.5
1292,69,25.5
1293,69,25.5
1294,66.5,30.5
1295,66.5,30.5
1296,66.5,30.5
1297,66.5,30.5
1298,3.81666561775622e-14,43
1299,3.81666561775622e-14,43
1300,10,46
1301,10,46
1302,35,32
1303,35,32
1304,2.99999999999999,32
1305,2.99999999999999,32
1306,17,4
1307,17,4
1308,17,4
1309,17,4
1310,35,31
1311,35,31
1312,35,32
1313,35,32
1314,35,32
1315,35,32
1316,35,32
1317,35,32
1318,3.81666561775622e-14,43
1319,3.81666561775622e-14,43
1320,8.99999999999995,40
1321,8.99999999999995,40
1322,129.5,63
1323,129.5,63
1324,2.99999999999999,32
1325,2.99999999999999,32
1326,74,36.5
1327,74,36.5
1328,74,36.5
1329,74,36.5
1330,70.5,33.5
1331,70.5,33.5
1332,-2.99999999999994,59
1333,-2.99999999999994,59
1334,10,46
1335,10,46
1336,81,44
1337,81,44
1338,-2.99999999999994,59
1339,-2.99999999999994,59
1340,35,32
1341,35,32
1342,35,31
1343,35,31
1344,35,32
1345,35,32
1346,35,31
1347,35,31
1348,35,31
1349,35,31
1350,35,31
1351,35,31
1352,35,32
1353,35,32
1354,35,31
1355,35,31
1356,2.99999999999999,32
1357,2.99999999999999,32
1358,35,31
1359,35,31
1360,35,32
1361,35,32
1362,35,32
1363,35,32
1364,126.5,50.4
1365,126.5,50.4
1366,71.5,36
1367,71.5,36
1368,3.81666561775622e-14,43
1369,3.81666561775622e-14,43
1370,-2.99999999999994,59
1371,-2.99999999999994,59
1372,-11.9999999999999,12
1373,-11.9999999999999,12
1374,2.99999999999999,32
1375,2.99999999999999,32
1376,100,26
1377,100,26
1378,35,32
1379,35,32
1380,2.99999999999999,32
1381,2.99999999999999,32
1382,2.99999999999999,32
1383,2.99999999999999,32
1384,35,31
1385,35,31
1386,2.99999999999999,32
1387,2.99999999999999,32
1388,35,32
1389,35,32
1390,35,32
1391,35,32
1392,35,31
1393,35,31
1394,35,32
1395,35,32
1396,35,32
1397,35,32
1398,35,32
1399,35,32
1400,35,31
1401,35,31
1402,3.81666561775622e-14,43
1403,3.81666561775622e-14,43
1404,35,32
1405,35,32
1406,81,44
1407,81,44
1408,35,31
1409,35,31
1410,35,32
1411,35,32
1412,2.99999999999999,32
1413,2.99999999999999,32
1414,69,25.5
1415,69,25.5
1416,71.5,36
1417,71.5,36
1418,71.5,36
1419,71.5,36
1420,2.99999999999999,32
1421,2.99999999999999,32
1422,35,32
1423,35,32
1424,35,32
1425,35,32
1426,35,32
1427,35,32
1428,35,32
1429,35,32
1430,66.5,30.5
1431,66.5,30.5
1432,70.5,33.5
1433,70.5,33.5
1434,66.5,30.5
1435,66.5,30.5
1436,8.99999999999995,40
1437,8.99999999999995,40
1438,35,32
1439,35,32
1440,129.5,63
1441,129.5,63
1442,69,25.5
1443,69,25.5
1444,35,32
1445,35,32
1446,2.99999999999999,32
1447,2.99999999999999,32
1448,2.99999999999999,32
1449,2.99999999999999,32
1450,35,31
1451,35,31
1452,8.99999999999995,40
1453,8.99999999999995,40
1454,2.99999999999999,32
1455,2.99999999999999,32
1456,2.99999999999999,32
1457,2.99999999999999,32
1458,35,32
1459,35,32
1460,1.99999999999999,46
1461,1.99999999999999,46
1462,-11.9999999999999,12
1463,-11.9999999999999,12
1464,29,0.999999999999999
1465,29,0.999999999999999
1466,114,32.3
1467,114,32.3
1468,4.99999999999998,8
1469,4.99999999999998,8
1470,100,21
1471,100,21
1472,8.99999999999995,40
1473,8.99999999999995,40
1474,8.99999999999995,40
1475,8.99999999999995,40
1476,8.99999999999995,40
1477,8.99999999999995,40
1478,100,22
1479,100,22
1480,35,31
1481,35,31
1482,35,32
1483,35,32
1484,100,26
1485,100,26
1486,119,27
1487,119,27
1488,29,0.999999999999999
1489,29,0.999999999999999
1490,29,0.999999999999999
1491,29,0.999999999999999
1492,66.5,30.5
1493,66.5,30.5
1494,100,26
1495,100,26
1496,39,44
1497,39,44
1498,35,32
1499,35,32
1500,70.5,33.5
1501,70.5,33.5
1502,81.5,43.5
1503,81.5,43.5
1504,139,37.5
1505,139,37.5
1506,139,37.5
1507,139,37.5
1508,35,32
1509,35,32
1510,109,28
1511,109,28
1512,66.5,30.5
1513,66.5,30.5
1514,114,32.3
1515,114,32.3
1516,39.9999999999999,61.0000000000001
1517,39.9999999999999,61.0000000000001
