"sample_id","sample_region"
"HGDP01030_ERS1255115","AF"
"HGDP00216_ERS1042165","AS"
"HGDP00216_ERS1042165","AS"
"HGDP01076_ERS1358128","EU"
"HGDP01076_ERS1358128","EU"
"HGDP01286_ERS1358124","AF"
"HGDP01286_ERS1358124","AF"
"HGDP01242_ERS1042254","AS"
"HGDP01242_ERS1042254","AS"
"HGDP01417_ERS1255064","AF"
"HGDP01417_ERS1255064","AF"
"HGDP00956_ERS1255042","AS"
"HGDP00956_ERS1255042","AS"
"HGDP01320_ERS1255097","AS"
"HGDP01320_ERS1255097","AS"
"HGDP01179_ERS1255048","AS"
"HGDP01179_ERS1255048","AS"
"HGDP00124_ERS1042251","AS"
"HGDP00124_ERS1042251","AS"
"HGDP01034_ERS1042125","AF"
"HGDP01034_ERS1042125","AF"
"HGDP01414_ERS1042146","AF"
"HGDP01414_ERS1042146","AF"
"HGDP01308_ERS1358148","AS"
"HGDP01308_ERS1358148","AS"
"HGDP00090_ERS1042137","AS"
"HGDP00090_ERS1042137","AS"
"HGDP00195_ERS1042275","AS"
"HGDP00195_ERS1042275","AS"
"HGDP01188_ERS1255057","AS"
"HGDP01188_ERS1255057","AS"
"HGDP01250_ERS1042282","AS"
"HGDP01250_ERS1042282","AS"
"HGDP00474_ERS1358102","AF"
"HGDP00474_ERS1358102","AF"
"HGDP01199_ERS1042266","AF"
"HGDP01199_ERS1042266","AF"
"HGDP00650_ERS1042149","ME"
"HGDP00650_ERS1042149","ME"
"HGDP00157_ERS1042161","AS"
"HGDP00157_ERS1042161","AS"
"HGDP00286_ERS1042260","AS"
"HGDP00286_ERS1042260","AS"
"HGDP01036_ERS1358127","AF"
"HGDP01036_ERS1358127","AF"
"HGDP00526_ERS1042156","EU"
"HGDP00526_ERS1042156","EU"
"HGDP00717_ERS1042243","AS"
"HGDP00717_ERS1042243","AS"
"HGDP00783_ERS1042157","AS"
"HGDP00783_ERS1042157","AS"
"HGDP01401_ERS1042144","AS"
"HGDP01401_ERS1042144","AS"
"HGDP01365_ERS1042148","EU"
"HGDP01365_ERS1042148","EU"
"HGDP00722_ERS1358098","ME"
"HGDP00722_ERS1358098","ME"
"HGDP00887_ERS1042231","AS"
"HGDP00887_ERS1042231","AS"
"HGDP01335_ERS1255114","AS"
"HGDP01335_ERS1255114","AS"
"HGDP01306_ERS1042281","AS"
"HGDP01306_ERS1042281","AS"
"HGDP00982_ERS1358125","AF"
"HGDP00982_ERS1358125","AF"
"HGDP00987_ERS1042176","AF"
"HGDP00987_ERS1042176","AF"
"HGDP00951_ERS1255089","AS"
"HGDP00951_ERS1255089","AS"
"HGDP00713_ERS1042244","AS"
"HGDP00713_ERS1042244","AS"
"HGDP00775_ERS1358123","AS"
"HGDP00775_ERS1358123","AS"
"HGDP01172_ERS1042138","EU"
"HGDP01172_ERS1042138","EU"
"HGDP00533_ERS1358149","EU"
"HGDP00533_ERS1358149","EU"
"HGDP01163_ERS1042280","EU"
"HGDP01163_ERS1042280","EU"
"HGDP01035_ERS1042145","AF"
"HGDP01035_ERS1042145","AF"
"HGDP01215_ERS1042139","AS"
"HGDP01215_ERS1042139","AS"
"HGDP00428_ERS1042242","AS"
"HGDP00428_ERS1042242","AS"
"HGDP01350_ERS1255122","AS"
"HGDP01350_ERS1255122","AS"
"HGDP01314_ERS1358104","AS"
"HGDP01314_ERS1358104","AS"
"HGDP00208_ERS1042274","AS"
"HGDP00208_ERS1042274","AS"
"HGDP01095_ERS1255065","AS"
"HGDP01095_ERS1255065","AS"
"HGDP01223_ERS1042271","AS"
"HGDP01223_ERS1042271","AS"
"HGDP01228_ERS1042270","AS"
"HGDP01228_ERS1042270","AS"
"HGDP01168_ERS1042279","EU"
"HGDP01168_ERS1042279","EU"
"HGDP00125_ERS1042252","AS"
"HGDP00125_ERS1042252","AS"
"HGDP01028_ERS1255098","AF"
"HGDP01028_ERS1255098","AF"
"HGDP01297_ERS1255072","AS"
"HGDP01297_ERS1255072","AS"
"HGDP01191_ERS1042124","AS"
"HGDP01191_ERS1042124","AS"
"HGDP00328_ERS1042259","AS"
"HGDP00328_ERS1042259","AS"
"HGDP00019_ERS1042153","AS"
"HGDP00019_ERS1042153","AS"
"HGDP00461_ERS1042239","AF"
"HGDP00461_ERS1042239","AF"
"HGDP01312_ERS1255071","AS"
"HGDP01312_ERS1255071","AS"
"HGDP00915_ERS1042267","AF"
"HGDP00915_ERS1042267","AF"
"HGDP00928_ERS1042283","AF"
"HGDP00928_ERS1042283","AF"
"HGDP00530_ERS1042155","EU"
"HGDP00530_ERS1042155","EU"
"HGDP00457_ERS1042238","AF"
"HGDP00457_ERS1042238","AF"
"HGDP01355_ERS1042173","AS"
"HGDP01355_ERS1042173","AS"
"HGDP01211_ERS1042273","AS"
"HGDP01211_ERS1042273","AS"
"HGDP00798_ERS1042163","EU"
"HGDP00798_ERS1042163","EU"
"HGDP01203_ERS1042272","AS"
"HGDP01203_ERS1042272","AS"
"HGDP00796_ERS1042164","EU"
"HGDP00796_ERS1042164","EU"
"AV-21_B","EU"
"AV-21_B","EU"
"TZ-11_B","EU"
"TZ-11_B","EU"
"HGDP01308_B","AS"
"HGDP01308_B","AS"
"DNK07_B","AF"
"DNK07_B","AF"
"HGDP00533_B","EU"
"HGDP00533_B","EU"
"HGDP00775_B","AS"
"HGDP00775_B","AS"
"HGDP01036_B","AF"
"HGDP01036_B","AF"
"HGDP01286_B","AF"
"HGDP01286_B","AF"
"HGDP00982_B","AF"
"HGDP00982_B","AF"
"HGDP01076_B","EU"
"HGDP01076_B","EU"
"HGDP00936_B","AF"
"HGDP00936_B","AF"
"abh107_C","ME"
"abh107_C","ME"
"abh100_C","ME"
"abh100_C","ME"
"HGDP01402_C","AS"
"HGDP01402_C","AS"
"HGDP01401_C","AS"
"HGDP01401_C","AS"
"ALB212_C","EU"
"ALB212_C","EU"
"Ale22_C","AS"
"Ale22_C","AS"
"Ale20_C","AS"
"Ale20_C","AS"
"altai363p_C","AS"
"altai363p_C","AS"
"NA13607_C","AS"
"NA13607_C","AS"
"NA13616_C","AS"
"NA13616_C","AS"
"armenia293_C","ME"
"armenia293_C","ME"
"Armenian222_C","ME"
"Armenian222_C","ME"
"NA13604_C","AS"
"NA13604_C","AS"
"HGDP00090_C","AS"
"HGDP00090_C","AS"
"HGDP01028_C","AF"
"HGDP01028_C","AF"
"HGDP01035_C","AF"
"HGDP01035_C","AF"
"HGDP01417_C","AF"
"HGDP01417_C","AF"
"HGDP01414_C","AF"
"HGDP01414_C","AF"
"HGDP01030_C","AF"
"HGDP01030_C","AF"
"HGDP01034_C","AF"
"HGDP01034_C","AF"
"HGDP01364_C","EU"
"HGDP01364_C","EU"
"HGDP01365_C","EU"
"HGDP01365_C","EU"
"HGDP00616_C","ME"
"HGDP00616_C","ME"
"HGDP00650_C","ME"
"HGDP00650_C","ME"
"HG03006_C","AS"
"HG03006_C","AS"
"HG03007_C","AS"
"HG03007_C","AS"
"HGDP01153_C","EU"
"HGDP01153_C","EU"
"HGDP01172_C","EU"
"HGDP01172_C","EU"
"HGDP00457_C","AF"
"HGDP00457_C","AF"
"HGDP00461_C","AF"
"HGDP00461_C","AF"
"B11_C","AS"
"B11_C","AS"
"B17_C","AS"
"B17_C","AS"
"HGDP00027_C","AS"
"HGDP00027_C","AS"
"HGDP00019_C","AS"
"HGDP00019_C","AS"
"BulgarianB4_C","EU"
"BulgarianB4_C","EU"
"BulgarianC1_C","EU"
"BulgarianC1_C","EU"
"Bu16_C","AS"
"Bu16_C","AS"
"Bu5_C","AS"
"Bu5_C","AS"
"HGDP00428_C","AS"
"HGDP00428_C","AS"
"HGDP00338_C","AS"
"HGDP00338_C","AS"
"HGDP00717_C","AS"
"HGDP00717_C","AS"
"HGDP00713_C","AS"
"HGDP00713_C","AS"
"ch113_C","AS"
"ch113_C","AS"
"Sir19_C","AS"
"Sir19_C","AS"
"NA15728_C","EU"
"NA15728_C","EU"
"HGDP01314_C","AS"
"HGDP01314_C","AS"
"HGDP01312_C","AS"
"HGDP01312_C","AS"
"HGDP01315_C","AS"
"HGDP01315_C","AS"
"HGDP01215_C","AS"
"HGDP01215_C","AS"
"DNK05_C","AF"
"DNK05_C","AF"
"DNK11_C","AF"
"DNK11_C","AF"
"HGDP00569_C","ME"
"HGDP00569_C","ME"
"HGDP00597_C","ME"
"HGDP00597_C","ME"
"HG00126_C","EU"
"HG00126_C","EU"
"HG00128_C","EU"
"HG00128_C","EU"
"HG03100_C","AF"
"HG03100_C","AF"
"HG02943_C","AF"
"HG02943_C","AF"
"Esk29_C","AS"
"Esk29_C","AS"
"Nesk_22_C","AS"
"Nesk_22_C","AS"
"Nesk_25_C","AS"
"Nesk_25_C","AS"
"Sir26_C","AS"
"Sir26_C","AS"
"Sir40_C","AS"
"Sir40_C","AS"
"Est375_C","EU"
"Est375_C","EU"
"Est400_C","EU"
"Est400_C","EU"
"Nlk1_C","AS"
"Nlk1_C","AS"
"Nlk18_C","AS"
"Nlk18_C","AS"
"Nlk3_C","AS"
"Nlk3_C","AS"
"HG00174_C","EU"
"HG00174_C","EU"
"HG00190_C","EU"
"HG00190_C","EU"
"HG00360_C","EU"
"HG00360_C","EU"
"HGDP00530_C","EU"
"HGDP00530_C","EU"
"HGDP00526_C","EU"
"HGDP00526_C","EU"
"HG02464_C","AF"
"HG02464_C","AF"
"HG02574_C","AF"
"HG02574_C","AF"
"mg27_C","ME"
"mg27_C","ME"
"mg31_C","ME"
"mg31_C","ME"
"NA17377_C","EU"
"NA17377_C","EU"
"NA17374_C","EU"
"NA17374_C","EU"
"HGDP00783_C","AS"
"HGDP00783_C","AS"
"HGDP00785_C","AS"
"HGDP00785_C","AS"
"HGDP00124_C","AS"
"HGDP00124_C","AS"
"HGDP00125_C","AS"
"HGDP00125_C","AS"
"HGDP01240_C","AS"
"HGDP01240_C","AS"
"HGDP01242_C","AS"
"HGDP01242_C","AS"
"NA15203_C","EU"
"NA15203_C","EU"
"NA15202_C","EU"
"NA15202_C","EU"
"NA15761_C","EU"
"NA15761_C","EU"
"NA15763_C","EU"
"NA15763_C","EU"
"iran17_C","AS"
"iran17_C","AS"
"iran11_C","AS"
"iran11_C","AS"
"IraqiJew1771_C","ME"
"IraqiJew1771_C","ME"
"IraqiJew4291_C","ME"
"IraqiJew4291_C","ME"
"I1_C","AS"
"I1_C","AS"
"I3_C","AS"
"I3_C","AS"
"Kor82_C","AS"
"Kor82_C","AS"
"HGDP00749_C","AS"
"HGDP00749_C","AS"
"HGDP00773_C","AS"
"HGDP00773_C","AS"
"NA18940_C","AS"
"NA18940_C","AS"
"Jordan445_C","ME"
"Jordan445_C","ME"
"Jordan603_C","ME"
"Jordan603_C","ME"
"Jordan214_C","ME"
"Jordan214_C","ME"
"HGDP00991_C","AF"
"HGDP00991_C","AF"
"HGDP00987_C","AF"
"HGDP00987_C","AF"
"HGDP01032_C","AF"
"HGDP01032_C","AF"
"HGDP00328_C","AS"
"HGDP00328_C","AS"
"HGDP00286_C","AS"
"HGDP00286_C","AS"
"K1_C","AS"
"K1_C","AS"
"K4_C","AS"
"K4_C","AS"
"SA0342_C","AF"
"SA0342_C","AF"
"SA0722_C","AF"
"SA0722_C","AF"
"KD4_C","AS"
"KD4_C","AS"
"HG01600_C","AS"
"HG01600_C","AS"
"HG01846_C","AS"
"HG01846_C","AS"
"ND19394_C","AS"
"ND19394_C","AS"
"NA00726_C","AS"
"NA00726_C","AS"
"Kusunda02_C","AS"
"Kusunda02_C","AS"
"Kusunda15_C","AS"
"Kusunda15_C","AS"
"Bishkek28440_C","AS"
"Bishkek28440_C","AS"
"Bishkek28439_C","AS"
"Bishkek28439_C","AS"
"HGDP01323_C","AS"
"HGDP01323_C","AS"
"HGDP01320_C","AS"
"HGDP01320_C","AS"
"lez49_C","AS"
"lez49_C","AS"
"lez42_C","AS"
"lez42_C","AS"
"NA19023_C","AF"
"NA19023_C","AF"
"NA19044_C","AF"
"NA19044_C","AF"
"Ayodo_430C_C","AF"
"Ayodo_430C_C","AF"
"Ayodo_502C_C","AF"
"Ayodo_502C_C","AF"
"M4_C","AS"
"M4_C","AS"
"M13_C","AS"
"M13_C","AS"
"HGDP00160_C","AS"
"HGDP00160_C","AS"
"HGDP00157_C","AS"
"HGDP00157_C","AS"
"ML2_C","AS"
"ML2_C","AS"
"ML3_C","AS"
"ML3_C","AS"
"HGDP01199_C","AF"
"HGDP01199_C","AF"
"HGDP00915_C","AF"
"HGDP00915_C","AF"
"Mansi79_C","AS"
"Mansi79_C","AS"
"Mansi41_C","AS"
"Mansi41_C","AS"
"NA21490_C","AF"
"NA21490_C","AF"
"NA21581_C","AF"
"NA21581_C","AF"
"HGDP00474_C","AF"
"HGDP00474_C","AF"
"HGDP00476_C","AF"
"HGDP00476_C","AF"
"HGDP00449_C","AF"
"HGDP00449_C","AF"
"HG03078_C","AF"
"HG03078_C","AF"
"HG03085_C","AF"
"HG03085_C","AF"
"HGDP01191_C","AS"
"HGDP01191_C","AS"
"HGDP01198_C","AS"
"HGDP01198_C","AS"
"HGDP01228_C","AS"
"HGDP01228_C","AS"
"HGDP01223_C","AS"
"HGDP01223_C","AS"
"HGDP01253_C","AF"
"HGDP01253_C","AF"
"HGDP01274_C","AF"
"HGDP01274_C","AF"
"HGDP01338_C","AS"
"HGDP01338_C","AS"
"HGDP01345_C","AS"
"HGDP01345_C","AS"
"NorthOssetia12_C","AS"
"NorthOssetia12_C","AS"
"NorthOssetia5_C","AS"
"NorthOssetia5_C","AS"
"NOR111_C","EU"
"NOR111_C","EU"
"HGDP00798_C","EU"
"HGDP00798_C","EU"
"HGDP00796_C","EU"
"HGDP00796_C","EU"
"HGDP01203_C","AS"
"HGDP01203_C","AS"
"HGDP01211_C","AS"
"HGDP01211_C","AS"
"HGDP00722_C","ME"
"HGDP00722_C","ME"
"HGDP00725_C","ME"
"HGDP00725_C","ME"
"HGDP00737_C","ME"
"HGDP00737_C","ME"
"HGDP00216_C","AS"
"HGDP00216_C","AS"
"HGDP00232_C","AS"
"HGDP00232_C","AS"
"ND15865_C","EU"
"ND15865_C","EU"
"HG02724_C","AS"
"HG02724_C","AS"
"HG02783_C","AS"
"HG02783_C","AS"
"HG02790_C","AS"
"HG02790_C","AS"
"HG02494_C","AS"
"HG02494_C","AS"
"R3_C","AS"
"R3_C","AS"
"R6_C","AS"
"R6_C","AS"
"HGDP00887_C","AS"
"HGDP00887_C","AS"
"HGDP00903_C","AS"
"HGDP00903_C","AS"
"Utsa21_C","EU"
"Utsa21_C","EU"
"Utsa22_C","EU"
"Utsa22_C","EU"
"SAH31_C","AF"
"SAH31_C","AF"
"SAH41_C","AF"
"SAH41_C","AF"
"Sam02_C","ME"
"Sam02_C","ME"
"HGDP01079_C","EU"
"HGDP01079_C","EU"
"HGDP01078_C","EU"
"HGDP01078_C","EU"
"HGDP01335_C","AS"
"HGDP01335_C","AS"
"HGDP01333_C","AS"
"HGDP01333_C","AS"
"HGDP00208_C","AS"
"HGDP00208_C","AS"
"HGDP00195_C","AS"
"HGDP00195_C","AS"
"Ayodo_81S_C","AF"
"Ayodo_81S_C","AF"
"HG01503_C","EU"
"HG01503_C","EU"
"HG01504_C","EU"
"HG01504_C","EU"
"tdj409_shugnan_C","AS"
"tdj409_shugnan_C","AS"
"tdj430_shugnan_C","AS"
"tdj430_shugnan_C","AS"
"CHI-007_C","AS"
"CHI-007_C","AS"
"CHI-034_C","AS"
"CHI-034_C","AS"
"Ale32_C","AS"
"Ale32_C","AS"
"Ale14_C","AS"
"Ale14_C","AS"
"HGDP01350_C","AS"
"HGDP01350_C","AS"
"HGDP01355_C","AS"
"HGDP01355_C","AS"
"Tuba19_C","AS"
"Tuba19_C","AS"
"Tuba9_C","AS"
"Tuba9_C","AS"
"HGDP01095_C","AS"
"HGDP01095_C","AS"
"HGDP01098_C","AS"
"HGDP01098_C","AS"
"Kayseri23827_C","ME"
"Kayseri23827_C","ME"
"Kayseri24424_C","ME"
"Kayseri24424_C","ME"
"HGDP01168_C","EU"
"HGDP01168_C","EU"
"HGDP01163_C","EU"
"HGDP01163_C","EU"
"Ul31_C","AS"
"Ul31_C","AS"
"Ul5_C","AS"
"Ul5_C","AS"
"HGDP01306_C","AS"
"HGDP01306_C","AS"
"HGDP01297_C","AS"
"HGDP01297_C","AS"
"HGDP01250_C","AS"
"HGDP01250_C","AS"
"HGDP01246_C","AS"
"HGDP01246_C","AS"
"Y4_C","AS"
"Y4_C","AS"
"Y8_C","AS"
"Y8_C","AS"
"HGDP00956_C","AS"
"HGDP00956_C","AS"
"HGDP00951_C","AS"
"HGDP00951_C","AS"
"YemeniteJew4695_C","ME"
"YemeniteJew4695_C","ME"
"YemeniteJew5433_C","ME"
"YemeniteJew5433_C","ME"
"HGDP01179_C","AS"
"HGDP01179_C","AS"
"HGDP01188_C","AS"
"HGDP01188_C","AS"
"HGDP00928_C","AF"
"HGDP00928_C","AF"
"HGDP00932_C","AF"
"HGDP00932_C","AF"
