"node_id","X","Y"
208,-9058641.07173178,1030760.60072679
209,-9058641.07173178,1030760.60072679
210,1519529.57694234,5846288.03361995
211,1519529.57694234,5846288.03361995
212,-9058641.07173178,1030760.60072679
213,-9058641.07173178,1030760.60072679
214,-9058641.07173178,1030760.60072679
215,-9058641.07173178,1030760.60072679
216,-6801290.69160269,129061.003553229
217,-6801290.69160269,129061.003553229
218,-9058641.07173178,1030760.60072679
219,-9058641.07173178,1030760.60072679
220,-8610523.73516511,4015230.82738689
221,-8610523.73516511,4015230.82738689
222,-5769938.58541992,4015230.82738689
223,-5769938.58541992,4015230.82738689
224,-5769938.58541992,4015230.82738689
225,-5769938.58541992,4015230.82738689
226,813572.88743204,3537314.10275363
227,813572.88743204,3537314.10275363
228,-7419624.4791387,-2678340.51767683
229,-7419624.4791387,-2678340.51767683
230,-2643148.9104556,4191598.84214148
231,-2643148.9104556,4191598.84214148
232,-6801290.69160269,129061.003553229
233,-6801290.69160269,129061.003553229
234,-6031435.71509094,-387100.852345275
235,-6031435.71509094,-387100.852345275
236,-6031435.71509094,-387100.852345275
237,-6031435.71509094,-387100.852345275
238,-6031435.71509094,-387100.852345275
239,-6031435.71509094,-387100.852345275
240,-7419624.4791387,-2678340.51767683
241,-7419624.4791387,-2678340.51767683
242,1240930.52910207,4050635.49606064
243,1240930.52910207,4050635.49606064
244,-9058641.07173178,1030760.60072679
245,-9058641.07173178,1030760.60072679
246,1240930.52910207,4050635.49606064
247,1240930.52910207,4050635.49606064
248,-8610523.73516511,4015230.82738689
249,-8610523.73516511,4015230.82738689
250,-7942129.07763006,516038.586656641
251,-7942129.07763006,516038.586656641
252,-1535058.85468986,5319600.55512025
253,-1535058.85468986,5319600.55512025
254,-9058641.07173178,1030760.60072679
255,-9058641.07173178,1030760.60072679
256,1240930.52910207,4050635.49606064
257,1240930.52910207,4050635.49606064
258,1919405.78140085,5846288.03361995
259,1919405.78140085,5846288.03361995
260,-2477698.48219458,4481740.39553478
261,-2477698.48219458,4481740.39553478
262,271190.962477347,3537314.10275363
263,271190.962477347,3537314.10275363
264,0,2678340.51767683
265,0,2678340.51767683
266,1240930.52910207,4050635.49606064
267,1240930.52910207,4050635.49606064
268,1240930.52910207,4050635.49606064
269,1240930.52910207,4050635.49606064
270,-6801290.69160269,129061.003553229
271,-6801290.69160269,129061.003553229
272,1724666.21690311,3416244.53887566
273,1724666.21690311,3416244.53887566
274,810081.850724407,3657772.46598192
275,810081.850724407,3657772.46598192
276,-6031435.71509094,-387100.852345275
277,-6031435.71509094,-387100.852345275
278,1240930.52910207,4050635.49606064
279,1240930.52910207,4050635.49606064
280,0,2678340.51767683
281,0,2678340.51767683
282,1240930.52910207,4050635.49606064
283,1240930.52910207,4050635.49606064
284,1240930.52910207,4050635.49606064
285,1240930.52910207,4050635.49606064
286,1240930.52910207,4050635.49606064
287,1240930.52910207,4050635.49606064
288,682920.82100484,4331479.29029663
289,682920.82100484,4331479.29029663
290,1724666.21690311,3416244.53887566
291,1724666.21690311,3416244.53887566
292,1240930.52910207,4050635.49606064
293,1240930.52910207,4050635.49606064
294,1919405.78140085,5846288.03361995
295,1919405.78140085,5846288.03361995
296,0,3294588.22751924
297,0,3294588.22751924
298,1240930.52910207,4050635.49606064
299,1240930.52910207,4050635.49606064
300,-6914071.11309582,-3245766.83188501
301,-6914071.11309582,-3245766.83188501
302,-7942129.07763006,516038.586656641
303,-7942129.07763006,516038.586656641
304,1240930.52910207,4050635.49606064
305,1240930.52910207,4050635.49606064
306,682920.82100484,4331479.29029663
307,682920.82100484,4331479.29029663
308,1240930.52910207,4050635.49606064
309,1240930.52910207,4050635.49606064
310,-10617391.9741591,1542840.06136381
311,-10617391.9741591,1542840.06136381
312,1240930.52910207,4050635.49606064
313,1240930.52910207,4050635.49606064
314,1240930.52910207,4050635.49606064
315,1240930.52910207,4050635.49606064
316,1240930.52910207,4050635.49606064
317,1240930.52910207,4050635.49606064
318,1240930.52910207,4050635.49606064
319,1240930.52910207,4050635.49606064
320,1240930.52910207,4050635.49606064
321,1240930.52910207,4050635.49606064
322,1240930.52910207,4050635.49606064
323,1240930.52910207,4050635.49606064
324,0,2802574.0630124
325,0,2802574.0630124
326,810081.850724407,3657772.46598192
327,810081.850724407,3657772.46598192
328,682920.82100484,4331479.29029663
329,682920.82100484,4331479.29029663
330,1240930.52910207,4050635.49606064
331,1240930.52910207,4050635.49606064
332,1240930.52910207,4050635.49606064
333,1240930.52910207,4050635.49606064
334,813572.88743204,3537314.10275363
335,813572.88743204,3537314.10275363
336,1240930.52910207,4050635.49606064
337,1240930.52910207,4050635.49606064
338,271190.962477347,3537314.10275363
339,271190.962477347,3537314.10275363
340,86936.7888489328,4481740.39553478
341,86936.7888489328,4481740.39553478
342,682920.82100484,4331479.29029663
343,682920.82100484,4331479.29029663
344,86936.7888489328,4481740.39553478
345,86936.7888489328,4481740.39553478
346,86936.7888489328,4481740.39553478
347,86936.7888489328,4481740.39553478
348,0,2802574.0630124
349,0,2802574.0630124
350,1240930.52910207,4050635.49606064
351,1240930.52910207,4050635.49606064
352,1240930.52910207,4050635.49606064
353,1240930.52910207,4050635.49606064
354,682920.82100484,4331479.29029663
355,682920.82100484,4331479.29029663
356,682920.82100484,4331479.29029663
357,682920.82100484,4331479.29029663
358,1240930.52910207,4050635.49606064
359,1240930.52910207,4050635.49606064
360,1519529.57694234,5846288.03361995
361,1519529.57694234,5846288.03361995
362,271190.962477347,3537314.10275363
363,271190.962477347,3537314.10275363
364,1724666.21690311,3416244.53887566
365,1724666.21690311,3416244.53887566
366,0,2802574.0630124
367,0,2802574.0630124
368,810081.850724407,3657772.46598192
369,810081.850724407,3657772.46598192
370,86936.7888489328,4481740.39553478
371,86936.7888489328,4481740.39553478
372,1240930.52910207,4050635.49606064
373,1240930.52910207,4050635.49606064
374,271190.962477347,3537314.10275363
375,271190.962477347,3537314.10275363
376,813572.88743204,3537314.10275363
377,813572.88743204,3537314.10275363
378,0,3294588.22751924
379,0,3294588.22751924
380,0,2802574.0630124
381,0,2802574.0630124
382,0,2678340.51767683
383,0,2678340.51767683
384,813572.88743204,3537314.10275363
385,813572.88743204,3537314.10275363
386,810081.850724407,3657772.46598192
387,810081.850724407,3657772.46598192
388,271190.962477347,3537314.10275363
389,271190.962477347,3537314.10275363
390,86936.7888489328,4481740.39553478
391,86936.7888489328,4481740.39553478
392,813572.88743204,3537314.10275363
393,813572.88743204,3537314.10275363
394,86936.7888489328,4481740.39553478
395,86936.7888489328,4481740.39553478
396,86936.7888489328,4481740.39553478
397,86936.7888489328,4481740.39553478
398,1724666.21690311,3416244.53887566
399,1724666.21690311,3416244.53887566
400,682920.82100484,4331479.29029663
401,682920.82100484,4331479.29029663
402,682920.82100484,4331479.29029663
403,682920.82100484,4331479.29029663
404,1724666.21690311,3416244.53887566
405,1724666.21690311,3416244.53887566
406,3361752.58459887,4653392.38987189
407,3361752.58459887,4653392.38987189
408,682920.82100484,4331479.29029663
409,682920.82100484,4331479.29029663
410,1240930.52910207,4050635.49606064
411,1240930.52910207,4050635.49606064
412,3361752.58459887,4653392.38987189
413,3361752.58459887,4653392.38987189
414,271190.962477347,3537314.10275363
415,271190.962477347,3537314.10275363
416,1724666.21690311,3416244.53887566
417,1724666.21690311,3416244.53887566
418,810081.850724407,3657772.46598192
419,810081.850724407,3657772.46598192
420,0,2802574.0630124
421,0,2802574.0630124
422,0,3294588.22751924
423,0,3294588.22751924
424,0,3294588.22751924
425,0,3294588.22751924
426,2700006.53154068,5743242.90595137
427,2700006.53154068,5743242.90595137
428,0,2802574.0630124
429,0,2802574.0630124
430,86936.7888489328,4481740.39553478
431,86936.7888489328,4481740.39553478
432,2065158.07368498,7182473.40086789
433,2065158.07368498,7182473.40086789
434,-1535058.85468986,5319600.55512025
435,-1535058.85468986,5319600.55512025
436,3361752.58459887,4653392.38987189
437,3361752.58459887,4653392.38987189
438,2700006.53154068,5743242.90595137
439,2700006.53154068,5743242.90595137
440,2087272.72984149,6038688.38151456
441,2087272.72984149,6038688.38151456
442,1724666.21690311,3416244.53887566
443,1724666.21690311,3416244.53887566
444,1240930.52910207,4050635.49606064
445,1240930.52910207,4050635.49606064
446,-2254040.25386392,4539167.41516359
447,-2254040.25386392,4539167.41516359
448,2065158.07368498,7182473.40086789
449,2065158.07368498,7182473.40086789
450,1724666.21690311,3416244.53887566
451,1724666.21690311,3416244.53887566
452,0,3294588.22751924
453,0,3294588.22751924
454,1919405.78140085,5846288.03361995
455,1919405.78140085,5846288.03361995
456,682920.82100484,4331479.29029663
457,682920.82100484,4331479.29029663
458,271190.962477347,3537314.10275363
459,271190.962477347,3537314.10275363
460,1240930.52910207,4050635.49606064
461,1240930.52910207,4050635.49606064
462,3361752.58459887,4653392.38987189
463,3361752.58459887,4653392.38987189
464,2065158.07368498,7182473.40086789
465,2065158.07368498,7182473.40086789
466,-1571083.03077582,5373513.60547592
467,-1571083.03077582,5373513.60547592
468,473990.713132104,1542840.06136381
469,473990.713132104,1542840.06136381
470,271190.962477347,3537314.10275363
471,271190.962477347,3537314.10275363
472,1519529.57694234,5846288.03361995
473,1519529.57694234,5846288.03361995
474,2065158.07368498,7182473.40086789
475,2065158.07368498,7182473.40086789
476,813572.88743204,3537314.10275363
477,813572.88743204,3537314.10275363
478,-2254040.25386392,4539167.41516359
479,-2254040.25386392,4539167.41516359
480,-2254040.25386392,4539167.41516359
481,-2254040.25386392,4539167.41516359
482,2065158.07368498,7182473.40086789
483,2065158.07368498,7182473.40086789
484,2700006.53154068,5743242.90595137
485,2700006.53154068,5743242.90595137
486,473990.713132104,1542840.06136381
487,473990.713132104,1542840.06136381
488,2065158.07368498,7182473.40086789
489,2065158.07368498,7182473.40086789
490,3361752.58459887,4653392.38987189
491,3361752.58459887,4653392.38987189
492,1519529.57694234,5846288.03361995
493,1519529.57694234,5846288.03361995
494,810081.850724407,3657772.46598192
495,810081.850724407,3657772.46598192
496,2087272.72984149,6038688.38151456
497,2087272.72984149,6038688.38151456
498,-2643148.9104556,4191598.84214148
499,-2643148.9104556,4191598.84214148
500,-1571083.03077582,5373513.60547592
501,-1571083.03077582,5373513.60547592
502,2087272.72984149,6038688.38151456
503,2087272.72984149,6038688.38151456
504,3361752.58459887,4653392.38987189
505,3361752.58459887,4653392.38987189
506,-2643148.9104556,4191598.84214148
507,-2643148.9104556,4191598.84214148
508,-2254040.25386392,4539167.41516359
509,-2254040.25386392,4539167.41516359
510,3361752.58459887,4653392.38987189
511,3361752.58459887,4653392.38987189
512,3361752.58459887,4653392.38987189
513,3361752.58459887,4653392.38987189
514,3361752.58459887,4653392.38987189
515,3361752.58459887,4653392.38987189
516,1519529.57694234,5846288.03361995
517,1519529.57694234,5846288.03361995
518,2700006.53154068,5743242.90595137
519,2700006.53154068,5743242.90595137
520,3361752.58459887,4653392.38987189
521,3361752.58459887,4653392.38987189
522,3361752.58459887,4653392.38987189
523,3361752.58459887,4653392.38987189
524,3361752.58459887,4653392.38987189
525,3361752.58459887,4653392.38987189
526,-2643148.9104556,4191598.84214148
527,-2643148.9104556,4191598.84214148
528,-2643148.9104556,4191598.84214148
529,-2643148.9104556,4191598.84214148
530,3361752.58459887,4653392.38987189
531,3361752.58459887,4653392.38987189
532,-2643148.9104556,4191598.84214148
533,-2643148.9104556,4191598.84214148
534,2065158.07368498,7182473.40086789
535,2065158.07368498,7182473.40086789
536,-2254040.25386392,4539167.41516359
537,-2254040.25386392,4539167.41516359
538,-2254040.25386392,4539167.41516359
539,-2254040.25386392,4539167.41516359
540,1919405.78140085,5846288.03361995
541,1919405.78140085,5846288.03361995
542,2065158.07368498,7182473.40086789
543,2065158.07368498,7182473.40086789
544,2087272.72984149,6038688.38151456
545,2087272.72984149,6038688.38151456
546,2065158.07368498,7182473.40086789
547,2065158.07368498,7182473.40086789
548,473990.713132104,1542840.06136381
549,473990.713132104,1542840.06136381
550,-2643148.9104556,4191598.84214148
551,-2643148.9104556,4191598.84214148
552,-1535058.85468986,5319600.55512025
553,-1535058.85468986,5319600.55512025
554,1919405.78140085,5846288.03361995
555,1919405.78140085,5846288.03361995
556,-1535058.85468986,5319600.55512025
557,-1535058.85468986,5319600.55512025
558,2065158.07368498,7182473.40086789
559,2065158.07368498,7182473.40086789
560,2065158.07368498,7182473.40086789
561,2065158.07368498,7182473.40086789
562,3361752.58459887,4653392.38987189
563,3361752.58459887,4653392.38987189
564,2065158.07368498,7182473.40086789
565,2065158.07368498,7182473.40086789
566,2065158.07368498,7182473.40086789
567,2065158.07368498,7182473.40086789
568,1919405.78140085,5846288.03361995
569,1919405.78140085,5846288.03361995
570,2087272.72984149,6038688.38151456
571,2087272.72984149,6038688.38151456
572,3361752.58459887,4653392.38987189
573,3361752.58459887,4653392.38987189
574,2087272.72984149,6038688.38151456
575,2087272.72984149,6038688.38151456
576,-2254040.25386392,4539167.41516359
577,-2254040.25386392,4539167.41516359
578,-2254040.25386392,4539167.41516359
579,-2254040.25386392,4539167.41516359
580,2700006.53154068,5743242.90595137
581,2700006.53154068,5743242.90595137
582,3361752.58459887,4653392.38987189
583,3361752.58459887,4653392.38987189
584,2065158.07368498,7182473.40086789
585,2065158.07368498,7182473.40086789
586,3361752.58459887,4653392.38987189
587,3361752.58459887,4653392.38987189
588,3361752.58459887,4653392.38987189
589,3361752.58459887,4653392.38987189
590,2065158.07368498,7182473.40086789
591,2065158.07368498,7182473.40086789
592,473990.713132104,1542840.06136381
593,473990.713132104,1542840.06136381
594,-2995003.27927201,3837259.7119262
595,-2995003.27927201,3837259.7119262
596,1519529.57694234,5846288.03361995
597,1519529.57694234,5846288.03361995
598,2065158.07368498,7182473.40086789
599,2065158.07368498,7182473.40086789
600,-2995003.27927201,3837259.7119262
601,-2995003.27927201,3837259.7119262
602,3361752.58459887,4653392.38987189
603,3361752.58459887,4653392.38987189
604,-1571083.03077582,5373513.60547592
605,-1571083.03077582,5373513.60547592
606,-2995003.27927201,3837259.7119262
607,-2995003.27927201,3837259.7119262
608,-2995003.27927201,3837259.7119262
609,-2995003.27927201,3837259.7119262
610,3361752.58459887,4653392.38987189
611,3361752.58459887,4653392.38987189
612,-2599096.42861468,4191598.84214148
613,-2599096.42861468,4191598.84214148
614,1519529.57694234,5846288.03361995
615,1519529.57694234,5846288.03361995
616,2700006.53154068,5743242.90595137
617,2700006.53154068,5743242.90595137
618,-2643148.9104556,4191598.84214148
619,-2643148.9104556,4191598.84214148
620,-2830604.07699298,3233547.59806644
621,-2830604.07699298,3233547.59806644
622,2065158.07368498,7182473.40086789
623,2065158.07368498,7182473.40086789
624,-2643148.9104556,4191598.84214148
625,-2643148.9104556,4191598.84214148
626,-2477698.48219458,4481740.39553478
627,-2477698.48219458,4481740.39553478
628,-2995003.27927201,3837259.7119262
629,-2995003.27927201,3837259.7119262
630,-2995003.27927201,3837259.7119262
631,-2995003.27927201,3837259.7119262
632,-2995003.27927201,3837259.7119262
633,-2995003.27927201,3837259.7119262
634,-2254040.25386392,4539167.41516359
635,-2254040.25386392,4539167.41516359
636,-2830604.07699298,3233547.59806644
637,-2830604.07699298,3233547.59806644
638,-2477698.48219458,4481740.39553478
639,-2477698.48219458,4481740.39553478
640,-2995003.27927201,3837259.7119262
641,-2995003.27927201,3837259.7119262
642,-2599096.42861468,4191598.84214148
643,-2599096.42861468,4191598.84214148
644,-2995003.27927201,3837259.7119262
645,-2995003.27927201,3837259.7119262
646,-2477698.48219458,4481740.39553478
647,-2477698.48219458,4481740.39553478
648,-2995003.27927201,3837259.7119262
649,-2995003.27927201,3837259.7119262
650,-2599096.42861468,4191598.84214148
651,-2599096.42861468,4191598.84214148
652,-2599096.42861468,4191598.84214148
653,-2599096.42861468,4191598.84214148
654,-2477698.48219458,4481740.39553478
655,-2477698.48219458,4481740.39553478
656,-2995003.27927201,3837259.7119262
657,-2995003.27927201,3837259.7119262
658,-2995003.27927201,3837259.7119262
659,-2995003.27927201,3837259.7119262
660,-2830604.07699298,3233547.59806644
661,-2830604.07699298,3233547.59806644
662,-2599096.42861468,4191598.84214148
663,-2599096.42861468,4191598.84214148
664,-8326086.47962336,5265426.31796481
665,-8326086.47962336,5265426.31796481
666,-2254040.25386392,4539167.41516359
667,-2254040.25386392,4539167.41516359
668,-2254040.25386392,4539167.41516359
669,-2254040.25386392,4539167.41516359
670,-2830604.07699298,3233547.59806644
671,-2830604.07699298,3233547.59806644
672,-2599096.42861468,4191598.84214148
673,-2599096.42861468,4191598.84214148
674,-2995003.27927201,3837259.7119262
675,-2995003.27927201,3837259.7119262
676,-2995003.27927201,3837259.7119262
677,-2995003.27927201,3837259.7119262
678,-2830604.07699298,3233547.59806644
679,-2830604.07699298,3233547.59806644
680,-2995003.27927201,3837259.7119262
681,-2995003.27927201,3837259.7119262
682,-2599096.42861468,4191598.84214148
683,-2599096.42861468,4191598.84214148
684,-2477698.48219458,4481740.39553478
685,-2477698.48219458,4481740.39553478
686,-2995003.27927201,3837259.7119262
687,-2995003.27927201,3837259.7119262
688,-2995003.27927201,3837259.7119262
689,-2995003.27927201,3837259.7119262
690,-2830604.07699298,3233547.59806644
691,-2830604.07699298,3233547.59806644
692,-2995003.27927201,3837259.7119262
693,-2995003.27927201,3837259.7119262
694,-2830604.07699298,3233547.59806644
695,-2830604.07699298,3233547.59806644
696,-2599096.42861468,4191598.84214148
697,-2599096.42861468,4191598.84214148
698,-2477698.48219458,4481740.39553478
699,-2477698.48219458,4481740.39553478
700,-2254040.25386392,4539167.41516359
701,-2254040.25386392,4539167.41516359
702,-2995003.27927201,3837259.7119262
703,-2995003.27927201,3837259.7119262
704,-8326086.47962336,5265426.31796481
705,-8326086.47962336,5265426.31796481
706,-2599096.42861468,4191598.84214148
707,-2599096.42861468,4191598.84214148
708,-2599096.42861468,4191598.84214148
709,-2599096.42861468,4191598.84214148
710,-2477698.48219458,4481740.39553478
711,-2477698.48219458,4481740.39553478
712,-2477698.48219458,4481740.39553478
713,-2477698.48219458,4481740.39553478
714,-2995003.27927201,3837259.7119262
715,-2995003.27927201,3837259.7119262
716,-8326086.47962336,5265426.31796481
717,-8326086.47962336,5265426.31796481
718,-2254040.25386392,4539167.41516359
719,-2254040.25386392,4539167.41516359
720,-2995003.27927201,3837259.7119262
721,-2995003.27927201,3837259.7119262
722,-3280816.16587811,3294588.22751924
723,-3280816.16587811,3294588.22751924
724,-7987986.71088452,5586471.66474086
725,-7987986.71088452,5586471.66474086
726,-7987986.71088452,5586471.66474086
727,-7987986.71088452,5586471.66474086
728,-2830604.07699298,3233547.59806644
729,-2830604.07699298,3233547.59806644
730,-2830604.07699298,3233547.59806644
731,-2830604.07699298,3233547.59806644
732,-2254040.25386392,4539167.41516359
733,-2254040.25386392,4539167.41516359
734,-2830604.07699298,3233547.59806644
735,-2830604.07699298,3233547.59806644
736,-2995003.27927201,3837259.7119262
737,-2995003.27927201,3837259.7119262
738,-2995003.27927201,3837259.7119262
739,-2995003.27927201,3837259.7119262
740,-2995003.27927201,3837259.7119262
741,-2995003.27927201,3837259.7119262
742,-3280816.16587811,3294588.22751924
743,-3280816.16587811,3294588.22751924
744,-4287115.52192346,7018355.43588034
745,-4287115.52192346,7018355.43588034
746,-2995003.27927201,3837259.7119262
747,-2995003.27927201,3837259.7119262
748,-2477698.48219458,4481740.39553478
749,-2477698.48219458,4481740.39553478
750,-3280816.16587811,3294588.22751924
751,-3280816.16587811,3294588.22751924
752,-2599096.42861468,4191598.84214148
753,-2599096.42861468,4191598.84214148
754,-4287115.52192346,7018355.43588034
755,-4287115.52192346,7018355.43588034
756,-3280816.16587811,3294588.22751924
757,-3280816.16587811,3294588.22751924
758,-2599096.42861468,4191598.84214148
759,-2599096.42861468,4191598.84214148
760,-2477698.48219458,4481740.39553478
761,-2477698.48219458,4481740.39553478
762,-3280816.16587811,3294588.22751924
763,-3280816.16587811,3294588.22751924
764,-7987986.71088452,5586471.66474086
765,-7987986.71088452,5586471.66474086
766,-7987986.71088452,5586471.66474086
